KeyRecordLink|MasterID|TargetID|KeyDataSet|KeyLinkType|LinkConfidence|Transfer
473540|brandinhawthorne_michigan_2009|brandinhawthorne_michigan_2009|2|2|1|0
473541|jordanmabin_northwestern_2007|jordanmabin_northwestern_2007|2|2|1|0
473542|garrisonwright_minnesota_2016|garrisonwright_minnesota_2016|2|2|1|0
473543|zactaylor_nebraska_2005|zactaylor_nebraska_2005|2|2|1|0
473544|mikelleshoure_illinois_2008|mikelleshoure_illinois_2008|2|2|1|0
473545|jackcorcoran_rutgers_2006|jackcorcoran_rutgers_2006|2|2|1|0
473546|boewilson_nebraska_2016|boewilson_nebraska_2016|2|2|1|0
473547|brockbolen_illinois_2004|brockbolen_illinois_2004|2|2|1|0
473548|robertjoseph_rutgers_2009|robertjoseph_rutgers_2009|2|2|1|0
473549|madrelondon_michiganstate_2014|madrelondon_michiganstate_2014|2|2|1|0
473550|tegrayscales_indiana_2014|tegrayscales_indiana_2014|2|2|1|0
473551|bobbyjones_michiganstate_2005|bobbyjones_michiganstate_2005|2|2|1|0
473552|glennfoster_illinois_2008|glennfoster_illinois_2008|2|2|1|0
473553|andybrinkhaus_minnesota_2006|andybrinkhaus_minnesota_2006|2|2|1|0
473554|jevontyree_rutgers_2012|jevontyree_rutgers_2012|2|2|1|0
473555|drewstanton_michiganstate_2002|drewstanton_michiganstate_2002|2|2|1|0
473556|christopherhagerup_indiana_2007|christopherhagerup_indiana_2007|2|2|1|0
473557|chrisoconnor_illinois_2011|chrisoconnor_illinois_2011|2|2|1|0
473558|devingaulden_wisconsin_2011|devingaulden_wisconsin_2011|2|2|1|0
473559|chrisbryant_michigan_2011|chrisbryant_michigan_2011|2|2|1|0
473560|jonathanpollock_rutgers_2016|jonathanpollock_rutgers_2016|2|2|1|0
473561|chrisdirksz_rutgers_2005|chrisdirksz_rutgers_2005|2|2|1|0
473562|simbashort_northwestern_2015|simbashort_northwestern_2015|2|2|1|0
473563|shadysalamon_minnesota_2008|shadysalamon_minnesota_2008|2|2|1|0
473564|kylebosch_michigan_2013|kylebosch_michigan_2013|2|2|1|0
473565|bradrobbins_michigan_2017|bradrobbins_michigan_2017|2|2|1|0
473566|williamlowe_iowa_2008|williamlowe_iowa_2008|2|2|1|0
473567|mikemcneill_nebraska_2006|mikemcneill_nebraska_2006|2|2|1|0
473568|steverehring_ohiostate_2004|steverehring_ohiostate_2004|2|2|1|0
473569|carlosbrown_michigan_2006|carlosbrown_michigan_2006|2|2|1|0
473570|brandonrussell_rutgers_2014|brandonrussell_rutgers_2014|2|2|1|0
473571|anthonymontgomery_minnesota_2002|anthonymontgomery_minnesota_2002|2|2|1|0
473572|kylecarter_pennstate_2011|kylecarter_pennstate_2011|2|2|1|0
473573|terrenceharris_iowa_2014|terrenceharris_iowa_2014|2|2|1|0
473574|bennymcgowan_michiganstate_2012|bennymcgowan_michiganstate_2012|2|2|1|0
473575|taronvincent_ohiostate_2018|taronvincent_ohiostate_2018|2|2|1|0
473576|jeremypatterson_wisconsin_2014|jeremypatterson_wisconsin_2014|2|2|1|0
473577|jaylenprater_northwestern_2012|jaylenprater_northwestern_2012|2|2|1|0
473578|chaycecrouch_illinois_2014|chaycecrouch_illinois_2014|2|2|1|0
473579|nathanfox_northwestern_2015|nathanfox_northwestern_2015|2|2|1|0
473580|goldenisraelachumba_pennstate_2020|goldenisraelachumba_pennstate_2020|2|2|1|0
473581|ericburrell_wisconsin_2016|ericburrell_wisconsin_2016|2|2|1|0
473582|elormlumor_rutgers_2016|elormlumor_rutgers_2016|2|2|1|0
473583|jameldean_ohiostate_2015|jameldean_ohiostate_2015|2|2|1|0
473584|jamesferentz_iowa_2008|jamesferentz_iowa_2008|2|2|1|0
473585|kennybell_nebraska_2010|kennybell_nebraska_2010|2|2|1|0
473586|conorboffeli_iowa_2009|conorboffeli_iowa_2009|2|2|1|0
473587|brandonhoey_wisconsin_2006|brandonhoey_wisconsin_2006|2|2|1|0
473588|sydneybrown_illinois_2018|sydneybrown_illinois_2018|2|2|1|0
473589|stevevandevoort_wisconsin_2002|stevevandevoort_wisconsin_2002|2|2|1|0
473590|earnestthomas_illinois_2010|earnestthomas_illinois_2010|2|2|1|0
473591|jeremeywhitlow_illinois_2011|jeremeywhitlow_illinois_2011|2|2|1|0
473592|brandonvitabile_northwestern_2010|brandonvitabile_northwestern_2010|2|2|1|0
473593|kraigurbik_wisconsin_2004|kraigurbik_wisconsin_2004|2|2|1|0
473594|davebrytus_purdue_2004|davebrytus_purdue_2004|2|2|1|0
473595|christynlewis_minnesota_2010|christynlewis_minnesota_2010|2|2|1|0
473596|albertdukes_ohiostate_2004|albertdukes_ohiostate_2004|2|2|1|0
473597|ethanruhland_michiganstate_2008|ethanruhland_michiganstate_2008|2|2|1|0
473598|haroonbrown_maryland_2007|haroonbrown_maryland_2007|2|2|1|0
473599|leroyclark_purdue_2013|leroyclark_purdue_2013|2|2|1|0
473600|kelvinclemmons_minnesota_2019|kelvinclemmons_minnesota_2019|2|2|1|0
473601|josephjohnson_pennstate_2020|josephjohnson_pennstate_2020|2|2|1|0
473602|dominiquelong_michiganstate_2017|dominiquelong_michiganstate_2017|2|2|1|0
473603|brycegallagher_northwestern_2019|brycegallagher_northwestern_2019|2|2|1|0
473604|kimthompson_northwestern_2003|kimthompson_northwestern_2003|2|2|1|0
473605|mershawnrice_purdue_2019|mershawnrice_purdue_2019|2|2|1|0
473606|edmondlaryea_rutgers_2006|edmondlaryea_rutgers_2006|2|2|1|0
473607|carldavis_iowa_2010|carldavis_iowa_2010|2|2|1|0
473608|joeybosa_ohiostate_2013|joeybosa_ohiostate_2013|2|2|1|0
473609|jarrodwilson_michigan_2012|jarrodwilson_michigan_2012|2|2|1|0
473610|clarencemurphy_maryland_2010|clarencemurphy_maryland_2010|2|2|1|0
473611|christianballard_iowa_2007|christianballard_iowa_2007|2|2|1|0
473612|yahwehjeudy_iowa_2019|yahwehjeudy_iowa_2019|2|2|1|0
473613|jadendottin_pennstate_2020|jadendottin_pennstate_2020|2|2|1|0
473614|darnellsavage_maryland_2015|darnellsavage_maryland_2015|2|2|1|0
473615|colyadailey_purdue_2002|colyadailey_purdue_2002|2|2|1|0
473616|paulgriggs_purdue_2012|paulgriggs_purdue_2012|2|2|1|0
473617|antoinewhite_pennstate_2014|antoinewhite_pennstate_2014|2|2|1|0
473618|raphaelbarr_illinois_2014|raphaelbarr_illinois_2014|2|2|1|0
473619|mylessims_michigan_2018|mylessims_michigan_2018|2|2|1|0
473620|keithbowers_maryland_2011|keithbowers_maryland_2011|2|2|1|0
473621|dontrayevousrobinson_nebraska_2009|dontrayevousrobinson_nebraska_2009|2|2|1|0
473622|michaeljohnsonjr_pennstate_2019|michaeljohnsonjr_pennstate_2019|2|2|1|0
473623|kevinsuhey_pennstate_2004|kevinsuhey_pennstate_2004|2|2|1|0
473624|dukeanyanwu_minnesota_2012|dukeanyanwu_minnesota_2012|2|2|1|0
473625|benstille_nebraska_2016|benstille_nebraska_2016|2|2|1|0
473626|nicksexton_indiana_2003|nicksexton_indiana_2003|2|2|1|0
473627|daimionstafford_nebraska_2011|daimionstafford_nebraska_2011|2|2|1|0
473628|jordanheiderman_indiana_2013|jordanheiderman_indiana_2013|2|2|1|0
473629|robinjutwreten_rutgers_2018|robinjutwreten_rutgers_2018|2|2|1|0
473630|dannyfriend_indiana_2013|dannyfriend_indiana_2013|2|2|1|0
473631|elijahrodgers_indiana_2018|elijahrodgers_indiana_2018|2|2|1|0
473632|deiontaewatts_nebraska_2017|deiontaewatts_nebraska_2017|2|2|1|0
473633|ryanbain_iowa_2005|ryanbain_iowa_2005|2|2|1|0
473634|zamirmickens_rutgers_2018|zamirmickens_rutgers_2018|2|2|1|0
473635|abdurrahmaanyaseen_purdue_2020|abdurrahmaanyaseen_purdue_2020|2|2|1|0
473636|jackcampbell_iowa_2019|jackcampbell_iowa_2019|2|2|1|0
473637|jeffminemyer_rutgers_2006|jeffminemyer_rutgers_2006|2|2|1|0
473638|zachhiggins_michiganstate_2012|zachhiggins_michiganstate_2012|2|2|1|0
473639|jordancotton_iowa_2009|jordancotton_iowa_2009|2|2|1|0
473640|silasredd_pennstate_2010|silasredd_pennstate_2010|2|2|1|0
473641|drakeanderson_northwestern_2018|drakeanderson_northwestern_2018|2|2|1|0
