KeyRecordLink|MasterID|TargetID|KeyDataSet|KeyLinkType|LinkConfidence|Transfer
521718|grantstuard_houston|grantstuard_houston_2017|4|2|1|0
521719|paytonturner_houston|paytonturner_houston_2017|4|2|1|0
521720|marquezstevenson_houston|marquezstevenson_houston_2016|4|2|1|0
521721|joshjones_houston|joshjones_houston_2015|4|2|1|0
521722|edoliver_houston|edoliver_houston_2016|4|2|1|0
521723|deriqking_houston|deriqking_houston_2016|4|2|1|0
521724|djuanhines_houston|djuanhines_houston_2013|4|2|1|0
521725|khalilwilliams_houston|khalilwilliams_houston_2014|4|2|1|0
521726|steventaylor_houston|steventaylor_houston_2012|4|2|1|0
521727|howardwilson_houston|howardwilson_houston_2014|4|2|1|0
521728|tyusbowser_houston|tyusbowser_houston_2013|4|2|1|0
521729|garrettdavis_houston|garrettdavis_houston_2014|4|2|1|0
521730|demarcusayers_houston|demarcusayers_houston_2013|4|2|1|0
521731|elandonroberts_houston|elandonroberts_houston_2012|4|2|1|0
521732|trevonstewart_houston|trevonstewart_houston_2012|4|2|1|0
521733|gregwardjr_houston|gregwardjr_houston_2013|4|2|1|0
521734|kennethfarrow_houston|kennethfarrow_houston_2011|4|2|1|0
521735|bjsingleton_houston|bjsingleton_houston_2012|4|2|1|0
521736|williamjackson_houston|williamjackson_houston_2012|4|2|1|0
521737|adrianmcdonald_houston|adrianmcdonald_houston_2012|4|2|1|0
521738|rowdyharper_houston|rowdyharper_houston_2010|4|2|1|0
521739|joeymbu_houston|joeymbu_houston_2011|4|2|1|0
521740|deontaygreenberry_houston|deontaygreenberry_houston_2012|4|2|1|0
521741|efremoliphant_houston|efremoliphant_houston_2010|4|2|1|0
521742|deanthonysims_houston|deanthonysims_houston_2009|4|2|1|0
521743|zachmcmillian_houston|zachmcmillian_houston_2010|4|2|1|0
521744|richieleone_houston|richieleone_houston_2010|4|2|1|0
521745|davidpiland_houston|davidpiland_houston_2010|4|2|1|0
521746|charlessims_houston|charlessims_houston_2009|4|2|1|0
521747|jacolbyashworth_houston|jacolbyashworth_houston_2008|4|2|1|0
521748|djhayden_houston|djhayden_houston_2011|4|2|1|0
521749|derrickmathews_houston|derrickmathews_houston_2011|4|2|1|0
521750|casekeenum_houston|casekeenum_houston_2006|4|2|1|0
521751|christhompson_houston|christhompson_houston_2007|4|2|1|0
521752|marcusmcgraw_houston|marcusmcgraw_houston_2008|4|2|1|0
521753|brycebeall_houston|brycebeall_houston_2008|4|2|1|0
521754|sammybrown_houston|sammybrown_houston_2010|4|2|1|0
521755|jamescleveland_houston|jamescleveland_houston_2009|4|2|1|0
521756|jarvedean_houston|jarvedean_houston_2009|4|2|1|0
521757|brandonbrinkley_houston|brandonbrinkley_houston_2005|4|2|1|0
521758|philliphunt_houston|philliphunt_houston_2004|4|2|1|0
521759|markhafner_houston|markhafner_houston_2004|4|2|1|0
521760|kennethfontenette_houston|kennethfontenette_houston_2004|4|2|1|0
521761|jeffakeroyd_houston|jeffakeroyd_houston_2003|4|2|1|0
521762|donnieavery_houston|donnieavery_houston_2003|4|2|1|0
521763|anthonyalridge_houston|anthonyalridge_houston_2003|4|2|1|0
521764|kevinkolb_houston|kevinkolb_houston_2003|4|2|1|0
521765|sterlingdoty_houston|sterlingdoty_houston_2004|4|2|1|0
521766|wadekoehl_houston|wadekoehl_houston_2003|4|2|1|0
521767|willgulley_houston|willgulley_houston_2002|4|2|1|0
521768|ryangilbert_houston|ryangilbert_houston_2004|4|2|1|0
521769|mattmattox_houston|mattmattox_houston_2002|4|2|1|0
521770|isaiahmckoy_kentstate|isaiahmckoy_kentstate_2018|4|2|1|0
521771|jamalparker_kentstate|jamalparker_kentstate_2016|4|2|1|0
521772|kalilmorris_kentstate|kalilmorris_kentstate_2014|4|2|1|0
521773|jimjones_kentstate|jimjones_kentstate_2015|4|2|1|0
521774|joncunningham_kentstate|joncunningham_kentstate_2014|4|2|1|0
521775|derekadams_kentstate|derekadams_kentstate_2016|4|2|1|0
521776|terencewaugh_kentstate|terencewaugh_kentstate_2013|4|2|1|0
521777|jerrellfoster_kentstate|jerrellfoster_kentstate_2014|4|2|1|0
521778|nateholley_kentstate|nateholley_kentstate_2013|4|2|1|0
