247_index,rivals_index,ID,playerName,college,city,state,highSchool,position,year,sum
302,4399,1,1.0,1.0,0.6363636363636364,1,1.0,0,1,0.8051948051948052
303,4537,1,1.0,1.0,1.0,1,0.2692307692307693,0,1,0.7527472527472527
304,2069,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
305,3593,1,1.0,1.0,1.0,1,0.4375,1,1,0.9196428571428571
306,1667,1,1.0,1.0,1.0,1,1.0,1,1,1.0
307,2181,1,1.0,1.0,1.0,1,1.0,1,1,1.0
308,3768,1,1.0,1.0,1.0,1,1.0,1,1,1.0
309,3338,1,1.0,1.0,0.18181818181818177,1,1.0,1,1,0.8831168831168831
309,4399,0,0.11764705882352944,1.0,0.6363636363636364,1,0.125,1,1,0.6970015278838808
310,563,0,0.6363636363636364,1.0,1.0,1,1.0,0,1,0.8051948051948052
311,3657,1,1.0,1.0,0.6363636363636364,1,0.8387096774193549,1,1,0.9250104733975701
312,669,0,0.8125,1.0,1.0,1,1.0,1,1,0.9732142857142857
313,5865,1,1.0,1.0,1.0,1,0.5,0,1,0.7857142857142857
314,2017,1,1.0,1.0,1.0,1,1.0,1,1,1.0
318,459,1,1.0,1.0,1.0,1,0.0,0,1,0.7142857142857143
319,3851,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
320,876,1,1.0,1.0,0.5714285714285714,1,1.0,0,1,0.7959183673469388
321,4416,1,1.0,1.0,1.0,1,0.0625,0,1,0.7232142857142857
322,1097,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
323,5736,1,1.0,1.0,1.0,1,0.31818181818181823,0,1,0.7597402597402597
324,1650,1,1.0,1.0,1.0,1,0.0,0,1,0.7142857142857143
325,4855,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
326,5470,1,1.0,1.0,1.0,1,0.65,0,1,0.8071428571428572
